id	old_id	dataset	collection	patric_id	strain	file_id	bioproject	biosample	download_key	sra_accession	srr_accession	srr_accession_2	genbank_accession	genbank_ftppath	refseq_accession	refseq_ftppath	MY NOTES	year	country	region	animal	source_detail	source_bin	origin	phylogroup_ct	htype_ec	otype_ec	serotype_ec	serotype	mlst	phylogroup	esbl	esbl_ctxm	SIR_AMK	MIC_AMK	SIR_GEN	MIC_GEN	SIR_KAN	MIC_KAN	SIR_NMC	MIC_NMC	SIR_STR	MIC_STR	SIR_TBM	MIC_TBM	SIR_SPT	MIC_SPT	SIR_ETP	MIC_ETP	SIR_IMP	MIC_IMP	SIR_MER	MIC_MER	SIR_DOR	MIC_DOR	SIR_CET	MIC_CET	SIR_CPM	MIC_CPM	SIR_CRO	MIC_CRO	SIR_CTC	MIC_CTC	SIR_CTX	MIC_CTX	SIR_CTZ	MIC_CTZ	SIR_CXA	MIC_CXA	SIR_CXM	MIC_CXM	SIR_TIO	MIC_TIO	SIR_CFZ	MIC_CFZ	SIR_CFC	MIC_CFC	SIR_CZA	MIC_CZA	SIR_FOX	MIC_FOX	SIR_CTT	MIC_CTT	SIR_TMP	MIC_TMP	SIR_CIP	MIC_CIP	SIR_EFX	MIC_EFX	SIR_LVX	MIC_LVX	SIR_NOR	MIC_NOR	SIR_MXF	MIC_MXF	SIR_DEL	MIC_DEL	SIR_OFX	MIC_OFX	SIR_LCM	MIC_LCM	SIR_AZM	MIC_AZM	SIR_AZT	MIC_AZT	SIR_AMC	MIC_AMC	SIR_AMP	MIC_AMP	SIR_AMX	MIC_AMX	SIR_TZP	MIC_TZP	SIR_SAM	MIC_SAM	SIR_PIP	MIC_PIP	SIR_CHL	MIC_CHL	SIR_FFC	MIC_FFC	SIR_CST	MIC_CST	SIR_PMB	MIC_PMB	SIR_SOX	MIC_SOX	SIR_SMZ	MIC_SMZ	SIR_SXT	MIC_SXT	SIR_NAL	MIC_NAL	SIR_OTC	MIC_OTC	SIR_TET	MIC_TET	SIR_TGC	MIC_TGC	SIR_MIN	MIC_MIN	SIR_DOX	MIC_DOX	SIR_FOS	MIC_FOS	SIR_NIT	MIC_NIT	ZD_AMK	ZD_AMX	ZD_AMP	ZD_SAM	ZD_AZM	ZD_AZT	ZD_CFZ	ZD_CPM	ZD_CTX	ZD_CFC	ZD_CTT	ZD_FOX	ZD_CTZ	ZD_CZA	ZD_CTC	ZD_TIO	ZD_CRO	ZD_CXM	ZD_CXA	ZD_CET	ZD_CHL	ZD_CIP	ZD_AMC	ZD_CST	ZD_SXT	ZD_DEL	ZD_DOR	ZD_DOX	ZD_EFX	ZD_ETP	ZD_FFC	ZD_FOS	ZD_GEN	ZD_IMP	ZD_KAN	ZD_LVX	ZD_LCM	ZD_MER	ZD_MIN	ZD_MXF	ZD_NAL	ZD_NMC	ZD_NIT	ZD_NOR	ZD_OFX	ZD_OTC	ZD_PIP	ZD_TZP	ZD_PMB	ZD_SPT	ZD_STR	ZD_SMZ	ZD_SOX	ZD_TET	ZD_TGC	ZD_TBM	ZD_TMP
ERR3449877	SAMEA5805965	PATRIC	PATRIC	562.65785			PRJEB33643	SAMEA5805965	srr	ERS3594575	ERR3449877								Ireland	dublin	bovine		bovine	bovine		H9	O89	O89:H9		"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.2"						R	32	R	>512											R	4													S	1																					R	16								16													R	>512									R	512													R	>512			R	256																																																																			
ERR3449879	SAMEA5805967	PATRIC	PATRIC	562.65783			PRJEB33643	SAMEA5805967	srr	ERS3594577	ERR3449879								Ireland	dublin	bovine		bovine	bovine		H15	O11	O11:H15		MLST.Escherichia_coli_2.597						R	16	R	>512											S	1													S	1																					R	8								8													R	>512									R	512													R	>512			R	512																																																																			
ERR3449881	SAMEA5805969	PATRIC	PATRIC	562.65782			PRJEB33643	SAMEA5805969	srr	ERS3594579	ERR3449881								Ireland	dublin	bovine		bovine	bovine		H12	O9	O9:H12								R	64	R	>512											I	2													S	1																					R	16								8													R	>512									R	512													R	>512			R	256																																																																			
ERR3449883	SAMEA5805971	PATRIC	PATRIC	562.65787			PRJEB33643	SAMEA5805971	srr	ERS3594581	ERR3449883								Ireland	dublin	bovine		bovine	bovine		H9	O89	O89:H9		"MLST.Escherichia_coli_1.10,MLST.Escherichia_coli_2.2"						S	1	S	1											S	1													S	1																					R	8								8													R	>512									R	256													R	>512			R	512																																																																			
ERR3449886	SAMEA5805974	PATRIC	PATRIC	562.65788			PRJEB33643	SAMEA5805974	srr	ERS3594584	ERR3449886								Ireland	dublin	bovine		bovine	bovine		H9	O89	O89:H9		"MLST.Escherichia_coli_1.744,MLST.Escherichia_coli_2.2"						S	1	R	512											S	1													S	1																					R	4								4													R	>512									R	128													R	>512			R	256																																																																			
ERR434259	ERR434259	CUH	ENA			ERR434259	PRJEB4681											2006	England				human_clinical	human		H9	O89	O89:H9	O162:H9	10	A			S		S								S				S				S				I		S						S		S		S		S										S				R		R																		S		R		R				S																										S																																																																		
ERR434260	ERR434260	CUH	ENA			ERR434260	PRJEB4681											2007	England				human_clinical	human		H7	O1	O1:H7	O1:H7	95	B2			S		S								S				S				S				S		S						S		S		S		S										S				R		S																		S		S		R				S																										S																																																																		
ERR434261	ERR434261	CUH	ENA			ERR434261	PRJEB4681											2007	England				human_clinical	human		H1	O6	O6:H1	O6:H1	73	B2			S		S								S				S				S				I		S						S		S		R		R										S				R		S																		S		R		R				S																										S																																																																		
ERR434262	ERR434262	CUH	ENA			ERR434262	PRJEB4681											2007	England				human_clinical	human		H14	O18	O18:H14	O18ab:H14	5338	A			S		S								S				S				S				S		S						S		S		S		S										S				S		S																		S		S		S																														S																																																																		
ERR434263	ERR434263	CUH	ENA			ERR434263	PRJEB4681											2007	England				human_clinical	human		H16	O23	O23:H16	O23:H16	453	B1			S		R								R				S				S				I		S						S		S		S		S										S				R		S																		S		S		R				S																										S																																																																		
ERR434264	ERR434264	CUH	ENA			ERR434264	PRJEB4681											2009	England				human_clinical	human		H1	-	-:H1	H1	73	B2			I		S								R				S				S				R		S						S		I		R		R										R				R		R																		R		R		R																														S																																																																		
